"brand","listing_url","region","categories","source_url","retrieved_date"
"#NEWGEN","https://www.crueltyfreeinternational.org/approved-brands/listing/newgen/","Africa & The Middle East; Asia; Europe","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"17","https://www.crueltyfreeinternational.org/approved-brands/listing/17-2/","Europe","Cosmetic and Personal Care Products: Face | Makeup","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"7th Heaven","https://www.crueltyfreeinternational.org/approved-brands/listing/7th-heaven/","","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"A Little Something","https://www.crueltyfreeinternational.org/approved-brands/listing/a-little-something/","Europe","","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Abundant Natural Health","https://www.crueltyfreeinternational.org/approved-brands/listing/abundant-natural-health/","Australia & New Zealand; USA & Canada","Cosmetic and Personal Care Products: Babies & Children | Body | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Academy of Colour","https://www.crueltyfreeinternational.org/approved-brands/listing/academy-of-colour/","Europe","Cosmetic and Personal Care Products: Face | Fragrance and Aromatherapy | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Adaptology","https://www.crueltyfreeinternational.org/approved-brands/listing/adaptology/","","Cosmetic and Personal Care Products: Face","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Addition Studio","https://www.crueltyfreeinternational.org/approved-brands/listing/addition-studio/","Australia & New Zealand; USA & Canada","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Aesop","https://www.crueltyfreeinternational.org/approved-brands/listing/aesop/","","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Aldi","https://www.crueltyfreeinternational.org/approved-brands/listing/aldi-uk/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup; Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care | Laundry | Car Care","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Almora Botanica","https://www.crueltyfreeinternational.org/approved-brands/listing/almora-botanica/","Europe","Cosmetic and Personal Care Products: Body | Face","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Alter/Native by Suma","https://www.crueltyfreeinternational.org/approved-brands/listing/alter-native-by-suma/","","Cosmetic and Personal Care Products: Body; Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care | Laundry | Car Care","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Alucia Organics","https://www.crueltyfreeinternational.org/approved-brands/listing/alucia-organics/","Europe","Cosmetic and Personal Care Products: Face","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Amarás","https://www.crueltyfreeinternational.org/approved-brands/listing/amaras/","South & Central America","Cosmetic and Personal Care Products: Hair Care","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Anara Skincare","https://www.crueltyfreeinternational.org/approved-brands/listing/anara-skincare/","Europe","Cosmetic and Personal Care Products: Body | Face | Makeup","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Anko","https://www.crueltyfreeinternational.org/approved-brands/listing/anko/","Australia & New Zealand","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Aqua Natural","https://www.crueltyfreeinternational.org/approved-brands/listing/aqua-natural/","Europe","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Ar Ocean","https://www.crueltyfreeinternational.org/approved-brands/listing/ar-ocean/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care; Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care | Laundry | Car Care","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"AREU AREU","https://www.crueltyfreeinternational.org/approved-brands/listing/aeru-aeru/","Asia","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup; Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care | Laundry","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Argital","https://www.crueltyfreeinternational.org/approved-brands/listing/argital/","Asia; Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care; Household & Cleaning Products: Household Cleaning; Companion Animal Products: Grooming & Fragrance | Home Cleaning","https://www.crueltyfreeinternational.org/approved-brands/","2026-09-04"
"Arithmos","https://www.crueltyfreeinternational.org/approved-brands/listing/arithmos/","Asia; Australia & New Zealand; Europe; USA & Canada","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"ARKIVE","https://www.crueltyfreeinternational.org/approved-brands/listing/arkive/","Australia & New Zealand; Europe; USA & Canada","Cosmetic and Personal Care Products: Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Aromatherapy Associates","https://www.crueltyfreeinternational.org/approved-brands/listing/aromatherapy-associates/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Asperox","https://www.crueltyfreeinternational.org/approved-brands/listing/asperox/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Household & Cleaning Products: Household Cleaning","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Asperox-Sparx","https://www.crueltyfreeinternational.org/approved-brands/listing/asperox-sparx/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Household & Cleaning Products: Household Cleaning","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Astonish","https://www.crueltyfreeinternational.org/approved-brands/listing/astonish/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Babies & Children | Body | Hair Care; Household & Cleaning Products: Household Cleaning | Laundry","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Atelier Rebul","https://www.crueltyfreeinternational.org/approved-brands/listing/atelier-rebul/","Africa & The Middle East; Asia; Europe","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"atikha","https://www.crueltyfreeinternational.org/approved-brands/listing/atikha/","South & Central America","Cosmetic and Personal Care Products: Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Aurelia London","https://www.crueltyfreeinternational.org/approved-brands/listing/aurelia-probiotic-skincare/","","Cosmetic and Personal Care Products: Babies & Children | Body | Face; Household & Cleaning Products: Home Fragrance / Air Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Aveda","https://www.crueltyfreeinternational.org/approved-brands/listing/aveda/","","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Avon","https://www.crueltyfreeinternational.org/approved-brands/listing/avon/","Africa & The Middle East; Asia; Europe; South & Central America","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Awake Organics","https://www.crueltyfreeinternational.org/approved-brands/listing/awake-organics/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"B Skincare","https://www.crueltyfreeinternational.org/approved-brands/listing/b-skincare-2/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"B.O.B.","https://www.crueltyfreeinternational.org/approved-brands/listing/bars-over-bottles/","Europe; South & Central America","Cosmetic and Personal Care Products: Body | Face | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Bakel srl","https://www.crueltyfreeinternational.org/approved-brands/listing/bakel-srl/","Asia; Europe; USA & Canada","Cosmetic and Personal Care Products: Body | Face; Companion Animal Products: Grooming & Fragrance","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Bali Body","https://www.crueltyfreeinternational.org/approved-brands/listing/bali-body/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Body | Face | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Balm Balm","https://www.crueltyfreeinternational.org/approved-brands/listing/balm-balm/","Australia & New Zealand; USA & Canada","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Batch","https://www.crueltyfreeinternational.org/approved-brands/listing/batch/","Europe","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Bath House","https://www.crueltyfreeinternational.org/approved-brands/listing/the-bath-house/","Europe","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Beautiful Brows & Lashes","https://www.crueltyfreeinternational.org/approved-brands/listing/beautiful-brows-lashes/","Europe","Cosmetic and Personal Care Products: Face | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=2&num=20&sort=","2026-09-04"
"Beauty Favours","https://www.crueltyfreeinternational.org/approved-brands/listing/beauty-favours/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Face | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Beauty Kitchen","https://www.crueltyfreeinternational.org/approved-brands/listing/beauty-kitchen/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Beauty Without Cruelty","https://www.crueltyfreeinternational.org/approved-brands/listing/beauty-without-cruelty/","Europe","Cosmetic and Personal Care Products: Body | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Bed intentions","https://www.crueltyfreeinternational.org/approved-brands/listing/bed-intentions/","Australia & New Zealand","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Being","https://www.crueltyfreeinternational.org/approved-brands/listing/being/","Australia & New Zealand; Europe; USA & Canada","Cosmetic and Personal Care Products: Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Bel Rebel","https://www.crueltyfreeinternational.org/approved-brands/listing/bel-rebel/","Europe","Cosmetic and Personal Care Products: Fragrance and Aromatherapy","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Bellapierre Cosmetics","https://www.crueltyfreeinternational.org/approved-brands/listing/bellapierre-cosmetics/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Benefit","https://www.crueltyfreeinternational.org/approved-brands/listing/benefit/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Face | Makeup; Companion Animal Products: Grooming & Fragrance","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Bio-D","https://www.crueltyfreeinternational.org/approved-brands/listing/bio-d/","Asia; Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Hair Care; Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care | Laundry | Car Care; Companion Animal Products: Home Cleaning","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"BioHygiene","https://www.crueltyfreeinternational.org/approved-brands/listing/bio-hygiene/","Europe","Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care | Laundry","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Biolage","https://www.crueltyfreeinternational.org/approved-brands/listing/biolage/","Asia; Europe; USA & Canada","","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"bioLEON","https://www.crueltyfreeinternational.org/approved-brands/listing/bioleon/","Europe","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Biolet","https://www.crueltyfreeinternational.org/approved-brands/listing/biolet/","","Cosmetic and Personal Care Products: Body | Face | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Biologi","https://www.crueltyfreeinternational.org/approved-brands/listing/biologi/","Asia; Australia & New Zealand; Europe; USA & Canada","Cosmetic and Personal Care Products: Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Blur London","https://www.crueltyfreeinternational.org/approved-brands/listing/blur-london-2/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"BMT","https://www.crueltyfreeinternational.org/approved-brands/listing/bmt/","","Cosmetic and Personal Care Products: Body | Face | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Boots","https://www.crueltyfreeinternational.org/approved-brands/listing/boots-2/","Asia; Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup; Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care | Laundry","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Botanica Slavica","https://www.crueltyfreeinternational.org/approved-brands/listing/botanica-slavica/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Botanico Vida Skincare","https://www.crueltyfreeinternational.org/approved-brands/listing/botanico-vida-skincare/","Europe","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Botanics","https://www.crueltyfreeinternational.org/approved-brands/listing/botanics/","","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=3&num=20&sort=","2026-09-04"
"Boucleme","https://www.crueltyfreeinternational.org/approved-brands/listing/boucleme/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Boundary","https://www.crueltyfreeinternational.org/approved-brands/listing/boundary/","Asia","Cosmetic and Personal Care Products: Body | Fragrance and Aromatherapy | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"BRAVE.NEW.HAIR., BRAVE.NEW.CARE.","https://www.crueltyfreeinternational.org/approved-brands/listing/brave-new-hair-2/","Europe","Cosmetic and Personal Care Products: Body | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Bulldog Skincare","https://www.crueltyfreeinternational.org/approved-brands/listing/bull-dog/","Asia; Europe; South & Central America","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"By Sarah London","https://www.crueltyfreeinternational.org/approved-brands/listing/by-sarah-london-2/","Africa & The Middle East; Australia & New Zealand; Europe; USA & Canada","Cosmetic and Personal Care Products: Body | Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Byellie","https://www.crueltyfreeinternational.org/approved-brands/listing/by-ellie/","Europe; South & Central America","Cosmetic and Personal Care Products: Face | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"BYK Beauty","https://www.crueltyfreeinternational.org/approved-brands/listing/byk-beauty/","Europe","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Byron Bay Skincare","https://www.crueltyfreeinternational.org/approved-brands/listing/byron-bay-skincare-2/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; USA & Canada","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Callen Olive","https://www.crueltyfreeinternational.org/approved-brands/listing/callen-olive/","Europe","","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Cellis","https://www.crueltyfreeinternational.org/approved-brands/listing/cellis/","Europe","Cosmetic and Personal Care Products: Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"CELUI by Anisa Sojka","https://www.crueltyfreeinternational.org/approved-brands/listing/celui/","","Cosmetic and Personal Care Products: Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Cenoura & Bronze","https://www.crueltyfreeinternational.org/approved-brands/listing/coty-cenoura-bronze/","South & Central America","Cosmetic and Personal Care Products: Body | Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Cherish","https://www.crueltyfreeinternational.org/approved-brands/listing/cherish/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Childs Farm","https://www.crueltyfreeinternational.org/approved-brands/listing/childs-farm/","Africa & The Middle East; Asia; Australia & New Zealand; Europe","Cosmetic and Personal Care Products: Babies & Children | Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Cien","https://www.crueltyfreeinternational.org/approved-brands/listing/cien/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care; Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care | Laundry | Car Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Clemence Organics","https://www.crueltyfreeinternational.org/approved-brands/listing/clemence-organics/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Body | Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Co-op","https://www.crueltyfreeinternational.org/approved-brands/listing/the-co-op/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Hair Care; Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Coco and Lola","https://www.crueltyfreeinternational.org/approved-brands/listing/coco-and-lola/","Australia & New Zealand; Europe","Household & Cleaning Products: Household Cleaning","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Copper & Black","https://www.crueltyfreeinternational.org/approved-brands/listing/copper-and-black/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"COVERGIRL","https://www.crueltyfreeinternational.org/approved-brands/listing/covergirl/","Australia & New Zealand; Europe; South & Central America","Cosmetic and Personal Care Products: Face | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=4&num=20&sort=","2026-09-04"
"Cowshed","https://www.crueltyfreeinternational.org/approved-brands/listing/cowshed/","Australia & New Zealand; Europe; USA & Canada","Cosmetic and Personal Care Products: Babies & Children; Household & Cleaning Products: Home Fragrance / Air Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"COZIUM","https://www.crueltyfreeinternational.org/approved-brands/listing/cozium/","Europe","Cosmetic and Personal Care Products: Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"CRANBOURN","https://www.crueltyfreeinternational.org/approved-brands/listing/cranbourn/","Australia & New Zealand; Europe; USA & Canada","Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care | Laundry","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Cult Candy Cosmetics","https://www.crueltyfreeinternational.org/approved-brands/listing/cult-candy-cosmetics/","Europe","Cosmetic and Personal Care Products: Face | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Cultivator Natural Products","https://www.crueltyfreeinternational.org/approved-brands/listing/cultivator-natural-products/","Africa & The Middle East; Europe; USA & Canada","Cosmetic and Personal Care Products: Body | Face | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Cultured","https://www.crueltyfreeinternational.org/approved-brands/listing/cultured-biomecare/","Australia & New Zealand; Europe; USA & Canada","Cosmetic and Personal Care Products: Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Curl Jar","https://www.crueltyfreeinternational.org/approved-brands/listing/curl-jar/","Europe","Cosmetic and Personal Care Products: Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"CYCLE","https://www.crueltyfreeinternational.org/approved-brands/listing/cycle/","Europe","Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Cyzone","https://www.crueltyfreeinternational.org/approved-brands/listing/cyzone/","South & Central America; USA & Canada","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"D'las","https://www.crueltyfreeinternational.org/approved-brands/listing/d-las/","","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Daise","https://www.crueltyfreeinternational.org/approved-brands/listing/daise/","Australia & New Zealand; Europe; USA & Canada","Cosmetic and Personal Care Products: Body | Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Dentalux","https://www.crueltyfreeinternational.org/approved-brands/listing/dentalux/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care; Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care | Laundry | Car Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Dermacare","https://www.crueltyfreeinternational.org/approved-brands/listing/dermacare/","South & Central America; USA & Canada","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Dial","https://www.crueltyfreeinternational.org/approved-brands/listing/dial/","South & Central America; USA & Canada","Cosmetic and Personal Care Products: Babies & Children | Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Dianne Caine Australia","https://www.crueltyfreeinternational.org/approved-brands/listing/dianne-caine-australia/","Australia & New Zealand; Europe","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Ditto Balms","https://www.crueltyfreeinternational.org/approved-brands/listing/ditto-balms/","Europe","Cosmetic and Personal Care Products: Fragrance and Aromatherapy","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Doussy","https://www.crueltyfreeinternational.org/approved-brands/listing/doussy/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care; Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care | Laundry | Car Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Down to Earth","https://www.crueltyfreeinternational.org/approved-brands/listing/down-to-earth/","Europe","Cosmetic and Personal Care Products: Body | Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"DR HEALD","https://www.crueltyfreeinternational.org/approved-brands/listing/dr-heald/","","Cosmetic and Personal Care Products: Body | Face | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Dr Jackson's","https://www.crueltyfreeinternational.org/approved-brands/listing/dr-jacksons/","Europe","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy","https://www.crueltyfreeinternational.org/approved-brands/?_page=5&num=20&sort=","2026-09-04"
"Dr Sam's","https://www.crueltyfreeinternational.org/approved-brands/listing/dr-sams/","","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=6&num=20&sort=","2026-09-04"
"DUO","https://www.crueltyfreeinternational.org/approved-brands/listing/duo/","","Cosmetic and Personal Care Products: Body | Face | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=6&num=20&sort=","2026-09-04"
"Earth Conscious","https://www.crueltyfreeinternational.org/approved-brands/listing/earth-conscious/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=6&num=20&sort=","2026-09-04"
"Earth Sense","https://www.crueltyfreeinternational.org/approved-brands/listing/earth-sense/","Europe","Cosmetic and Personal Care Products: Body | Face | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=6&num=20&sort=","2026-09-04"
"Earthy Nail Polish","https://www.crueltyfreeinternational.org/approved-brands/listing/earthy-nail-polish/","Europe","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=6&num=20&sort=","2026-09-04"
"Ecoleaf by Suma","https://www.crueltyfreeinternational.org/approved-brands/listing/ecoleaf-by-suma/","","Cosmetic and Personal Care Products: Body; Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care | Laundry | Car Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=6&num=20&sort=","2026-09-04"
